rec_id,category_name,guideline_name,guideline_year,class,level,evidence_first_authors,rec_text_verbatim
74,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,III,C,[Levin et al. <br>Fashandi et al.],"For patients with disabling intermittent claudication, open surgical treatment of isolated below knee lesions is not recommended for the majority of patients due to the risk of harm from tibial revascularisation."
75,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIb,C,[Kobayashi et al.],"In rare circumstances for patients with disabling intermittent claudication due to below knee lesions, bypass grafting with a venous graft may be considered if exhaustive non-invasive treatment and endovascular therapy is not an alternative option."
76,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIb,C,[Consensus],"For patients with intermittent claudication not at high risk of bleeding who have undergone lower limb endovascular intervention, a minimum of one month to a maximum of six months of post-interventional dual antiplatelet therapy may be considered, to reduce the risk of secondary cardiovascular and major adverse limb events."
77,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,C,[Consensus],"For patients with intermittent claudication who have undergone endovascular intervention, single antiplatelet therapy is recommended to reduce major adverse limb events if the risk of bleeding is deemed high."
78,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIa,B,[Bonaca <i>et al.</i>],"For patients with intermittent claudication who have undergone an infra-inguinal endovascular intervention and have no increased bleeding risk\*, low dose aspirin (75 – 100 mg once daily) in combination with low dose rivaroxaban (2.5 mg twice daily) should be considered, to reduce the risk of secondary cardiovascular and major limb events."
79,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,III,C,[Hiatt <i>et al.</i>],"In the rare post-revascularisation scenario where triple antithrombotic therapy is deemed necessary on clinical grounds, patients with intermittent claudication not at high risk of bleeding who have undergone endovascular intervention and receive post-procedural treatment with aspirin (75 – 100 mg once daily) combined with low dose rivaroxaban (2.5 mg twice daily) should not have clopidogrel (75 mg) for longer than 30 days as the bleeding risk is likely to outweigh the benefit."
80,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIa,B,[Bonaca <i>et al.</i> <br>Debus <i>et al.</i>],"For patients with intermittent claudication who have undergone infra-inguinal endarterectomy or bypass surgery and have no increased bleeding risk\*, low dose aspirin in combination with low dose rivaroxaban should be considered, to reduce the risk of secondary cardiovascular and major limb events."
81,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,III,C,[Hiatt <i>et al.</i>],"In the rare post-revascularisation scenario where triple antithrombotic therapy is deemed necessary on clinical grounds, patients with intermittent claudication not at high risk of bleeding who have undergone lower limb surgical revascularisation and receive post-procedural treatment with aspirin (75 – 100 mg once daily) in combination with low dose rivaroxaban (2.5 mg twice daily) should not have clopidogrel (75 mg) for longer than 30 days as the bleeding risk is likely to outweigh the benefit."
82,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIb,A,[Geraghty <i>et al.</i> <br>Bedenis <i>et al.</i> <br>Monaco <i>et al.</i> <br>Tangelder <i>et al.</i> <br>van Hattum <i>et al.</i> <br>de Smit <i>et al.</i>],"For patients with intermittent claudication who have undergone infra-inguinal bypass surgery with autologous vein and without increased bleeding risk, vitamin K antagonists with an international normalised ratio range at 2.0 – 2.5 may be considered to improve graft patency."
83,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIb,B,[Bedenis <i>et al.</i> <br>Geraghty <i>et al.</i> <br>Lassila <i>et al.</i> <br>Belch <i>et al.</i> <br>McCollum <i>et al.</i> <br>Clyne <i>et al.</i>],"For patients with intermittent claudication who have undergone infra-inguinal bypass surgery with a prosthetic conduit, single antiplatelet therapy may be considered, to improve graft patency."
84,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIb,C,[Consensus],"For patients with intermittent claudication and increased bleeding risk who have undergone infra-inguinal bypass surgery using an autologous vein, single antiplatelet therapy may be considered, to improve graft patency."
85,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,IIa,B,[Cassar <i>et al.</i> <br>Guidon <i>et al.</i> <br>Donker <i>et al.</i> <br>Peri-Okonny <i>et al.</i> <br>Gardner <i>et al.</i> <br>Conijn <i>et al.</i> <br>Nordanstig <i>et al.</i>],"For all patients with lower limb peripheral arterial disease who have undergone lower limb revascularisation, disease specific health related quality of life instruments, preferably with established thresholds for minimally important clinical difference should be considered, to evaluate the treatment results."
86,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,C,[Bellmunt et al. <br>Olin et al. <br>Rieß et al. <br>Hischke et al.],"For patients with lower limb peripheral arterial disease, it is recommended that a continuous assessment of suitable indicators of quality of treatment (including survival, functional status, surgical complications and major adverse cardiovascular and limb events) is organised and maintained to improve the care delivered to those patients."
87,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,A,[Jelani <i>et al.</i> <br>Mayor <i>et al.</i> <br>Hirsch <i>et al.</i>],"It is recommended to pay attention to a balanced proportion of women and men in clinical studies, with a proportional representation of both sexes according to the sex specific frequency of the disorder or the intervention under study."
88,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,III,A,[Rossouw <i>et al.</i> <br>Grady <i>et al.</i>],"In postmenopausal women, hormone replacement therapy with oestrogen or progestin is not recommended for prevention of cardiovascular disease due to the lack of proven cardiovascular benefits."
89,Peripheral,Management of Asymptomatic Lower Limb Peripheral Arterial Disease and Intermittent Claudication,2024,I,B,[Jain <i>et al.</i> <br>Srivaratharajah <i>et al.</i> <br>Hirsch <i>et al.</i> <br>Peters <i>et al.</i> <br>Makowski <i>et al.</i> <br>Ramkumar <i>et al.</i> <br>Messiha <i>et al.</i>],It is recommended to offer similar evidence based cardiovascular primary and secondary preventive strategies to men and women with peripheral arterial disease.
